Epoch,clean_acc,onePixelTrigger,gridTrigger,trojanTrigger,blendTrigger,signalTrigger,CLTrigger,nashTrigger,nashTrigger,dynamicTrigger,wanetTrigger
20,86.58,90.37199093006893,100.0,98.90590809628009,100.0,100.0,100.0,98.68709055026198,98.68709055026198,3.501094101294386,98.6870897155361
21,87.3,88.84026226486105,100.0,94.74835854494859,99.56236323851203,97.1553618850541,100.0,91.02844652305286,91.02844652305286,2.8446389653228827,92.12253881074668
22,86.76,85.5579866204794,100.0,89.71553662256287,100.0,99.78118161925602,100.0,88.40262633809897,88.40262633809897,1.9693654360865085,92.99781226694454
23,87.48,91.90371959527681,100.0,94.7483593128964,98.46827133479212,99.56236323851203,100.0,75.27352292584642,75.27352292584642,2.407002200704696,87.30853366643125
24,85.64,93.21662987974071,100.0,98.90590809628009,100.0,100.0,100.0,84.0262587899974,84.0262587899974,3.7199124914290347,99.12472647702407
25,88.36,91.68490121453283,100.0,97.1553611171063,100.0,100.0,100.0,92.34135719149066,92.34135719149066,1.9693654392167306,96.28008836207817
26,87.26,94.74835854494859,100.0,98.6870897155361,100.0,99.12472647702407,100.0,98.24945340480012,98.24945340480012,1.9693654392167306,98.90590809628009
27,86.8,90.8096276915569,100.0,97.81181702728605,100.0,100.0,100.0,86.65207890817321,86.65207890817321,2.188183819960713,97.1553618850541
28,86.74,89.93435416858097,100.0,96.71772512356614,100.0,99.34354485776805,100.0,94.74835899570056,94.74835899570056,1.7505470553425262,98.46827133479212
29,89.0,82.9321660515516,100.0,91.90372043000269,99.12472647702407,97.81181619256017,100.0,92.56017473750876,92.56017473750876,1.3129102969847832,80.9628007584119
30,87.38,92.99781149899673,100.0,99.34354485776805,100.0,99.34354485776805,100.0,91.02844607230088,91.02844607230088,2.625820581448678,99.34354485776805
31,86.38,89.27789902634902,100.0,90.80962845950471,100.0,97.3741794310722,100.0,96.93654350431012,96.93654350431012,2.6258205845789,91.90372036322462
32,87.46,87.08971566966117,100.0,93.43544864445859,92.56017473750876,99.56236323851203,100.0,95.40481445512835,95.40481445512835,1.750547049082082,89.05908064560504
33,86.04,95.8424508326424,100.0,99.12472647702407,99.78118161925602,99.78118161925602,100.0,87.96498964338907,87.96498964338907,3.7199124914290347,94.09190417066445
34,84.98,89.71553578783698,100.0,95.18599607438436,100.0,99.12472647702407,100.0,94.96717769364038,94.96717769364038,1.9693654423469527,97.81181702728605
35,88.26,89.71553662256287,100.0,95.40481445512835,100.0,98.468272169518,100.0,84.90153192899942,84.90153192899942,2.1881838168304912,96.93654350431012
36,87.76,95.40481407115443,100.0,98.90590809628009,99.56236323851203,100.0,100.0,96.93654266958424,96.93654266958424,1.750547058472748,99.78118161925602
37,88.38,93.65426664122867,100.0,98.24945295404814,99.34354485776805,99.12472647702407,100.0,95.84245121661631,95.84245121661631,1.5317286745985437,96.28008836207817
38,87.14,89.93435416858097,100.0,95.84245121661631,99.56236407323792,100.0,100.0,88.84026233163912,88.84026233163912,1.312910290724339,90.80962852628278
39,87.76,86.21444214668524,100.0,84.90153231297332,99.34354485776805,99.78118161925602,100.0,83.5886220952875,83.5886220952875,1.0940919131105786,91.90372043000269
40,88.14,91.68490121453283,100.0,90.59080931081292,100.0,100.0,100.0,92.12253842677278,92.12253842677278,1.7505470553425262,94.52954093215241
41,92.3,94.09190340271664,100.0,97.37418026579809,100.0,100.0,100.0,96.28008836207817,96.28008836207817,1.0940919162408007,98.6870897155361
42,92.2,93.65426664122867,100.0,97.1553618850541,100.0,100.0,100.0,95.8424508326424,95.8424508326424,0.6564551516226136,99.56236323851203
43,92.38,94.31072178346062,100.0,98.03063540803004,100.0,100.0,100.0,94.09190378669054,94.09190378669054,0.8752735323665961,99.12472647702407
44,92.26,94.5295401642046,100.0,98.46827133479212,100.0,99.56236323851203,100.0,96.28008836207817,96.28008836207817,1.0940919162408007,99.34354485776805
45,92.4,94.09190340271664,100.0,97.59299864654207,99.78118161925602,99.78118161925602,100.0,94.96717730966647,94.96717730966647,0.8752735323665961,98.6870897155361
46,92.5,93.87308502197266,100.0,97.81181702728605,100.0,99.34354485776805,100.0,95.18599569041045,95.18599569041045,0.8752735323665961,98.90590809628009
47,92.6,94.09190340271664,100.0,98.24945295404814,100.0,100.0,100.0,95.18599607438436,95.18599607438436,0.8752735323665961,99.34354485776805
48,92.28,94.5295401642046,100.0,98.24945378877402,100.0,100.0,100.0,95.18599607438436,95.18599607438436,0.8752735323665961,99.12472647702407
49,92.46,94.74835854494859,100.0,98.24945378877402,100.0,100.0,100.0,94.7483593128964,94.7483593128964,1.3129102969847832,98.6870897155361
50,92.4,93.87308502197266,100.0,97.81181702728605,99.78118161925602,99.78118161925602,100.0,92.99781226694454,92.99781226694454,0.8752735323665961,98.46827133479212
51,92.48,93.43544826048469,100.0,98.03063457330416,99.78118161925602,99.78118161925602,100.0,93.65426740917648,93.65426740917648,1.0940919131105786,98.46827133479212
52,92.38,94.5295401642046,100.0,98.46827133479212,99.78118161925602,99.78118161925602,100.0,95.40481483910224,95.40481483910224,1.0940919131105786,98.90590809628009
53,92.12,94.09190340271664,100.0,98.24945378877402,100.0,99.34354485776805,100.0,93.4354490284325,93.4354490284325,0.875273529236374,99.12472647702407
54,92.04,93.65426664122867,100.0,98.03063457330416,100.0,100.0,100.0,94.7483593128964,94.7483593128964,1.3129102938545612,99.12472647702407
55,92.16,93.65426664122867,100.0,97.81181702728605,99.78118161925602,99.56236323851203,100.0,96.28008836207817,96.28008836207817,1.0940919099803565,98.24945295404814
56,92.36,94.09190340271664,100.0,97.37417988182419,100.0,99.78118161925602,100.0,94.7483593128964,94.7483593128964,0.875273529236374,98.24945295404814
57,92.22,94.09190340271664,100.0,97.37417949785028,100.0,99.78118161925602,100.0,95.18599645835826,95.18599645835826,1.750547058472748,98.6870897155361
58,92.08,93.43544826048469,100.0,96.49890597487435,100.0,99.78118161925602,100.0,95.18599645835826,95.18599645835826,1.5317286714683216,98.46827133479212
59,92.06,94.09190340271664,100.0,97.15536150108021,99.78118161925602,99.78118161925602,100.0,94.09190417066445,94.09190417066445,1.0940919099803565,98.03063457330416
60,92.2,93.87308502197266,100.0,97.1553618850541,99.78118161925602,99.78118161925602,100.0,94.96717807761428,94.96717807761428,1.0940919068501345,98.46827133479212
61,92.08,94.09190340271664,100.0,98.46827133479212,100.0,99.78118161925602,100.0,95.40481483910224,95.40481483910224,1.312910290724339,98.6870897155361
62,92.36,94.31072178346062,100.0,97.81181619256017,99.78118161925602,99.78118161925602,100.0,94.52954131612631,94.52954131612631,1.0940919099803565,98.6870897155361
63,92.16,93.87308502197266,100.0,97.59299781181619,100.0,100.0,100.0,94.7483596968703,94.7483596968703,1.0940919068501345,98.46827133479212
64,92.34,93.65426664122867,100.0,96.49890597487435,99.78118161925602,99.78118161925602,100.0,94.7483596968703,94.7483596968703,1.0940919099803565,97.59299781181619
65,92.42,93.87308502197266,100.0,97.15536150108021,99.78118161925602,99.78118161925602,100.0,93.87308578992047,93.87308578992047,0.6564551453621695,96.71772428884026
66,92.24,94.09190340271664,100.0,97.59299781181619,99.78118161925602,99.78118161925602,100.0,94.09190417066445,94.09190417066445,0.6564551453621695,96.93654266958424
67,92.32,94.5295401642046,100.0,97.81181619256017,99.78118161925602,99.78118161925602,100.0,94.7483596968703,94.7483596968703,1.0940919131105786,98.03063457330416
68,92.32,94.5295401642046,100.0,97.81181619256017,99.78118161925602,99.78118161925602,100.0,94.09190417066445,94.09190417066445,0.8752735261061521,97.3741794310722
69,92.4,93.65426664122867,100.0,97.15536150108021,99.78118161925602,99.56236323851203,100.0,94.52954131612631,94.52954131612631,0.875273529236374,98.03063457330416
70,92.22,94.5295401642046,100.0,97.15536150108021,99.78118161925602,99.78118161925602,100.0,94.52954131612631,94.52954131612631,1.312910290724339,98.03063457330416
